protein_id	md5	length	has_internal_stop	in_uniparc	n_interpro	n_pfam	n_go	n_interpro_gos	interpro_gos
APU25_28010	79FC71509F45DEE49EA132DE76CBBD27	1105	no	no					
APU25_28015	4D1A63BF97843126BD971D6817279C47	520	no	yes	4	1	0	1	GO:0005515
APU25_28020	DD4A4C9347D11C9B286DFB964C441445	221	no	yes	4	1	0	2	GO:0003924,GO:0005525
APU25_28025	C4F2F902A7C039933036B2F22BED3253	868	no	yes	3	1	0		
APU25_28030	680176FD295FA50C4092A572E8658715	990	no	yes	7	3	0	1	GO:0016020
APU25_28035	3DAA14A954FC609D9233C2B04EBB8BFE	367	yes	no					
APU25_28040	5FB9A9CE92709FFBD547ED87389ACF5D	508	no	no					
APU25_28045	F569CEC9A6788D77E1C8515281327895	324	no	no					
APU25_28050	16744BD4E3A8AE5C03A862C597D6FF48	352	no	no					
APU25_28055	FA39CED302B6B8DA674E321B78FC7407	595	yes	no					
APU25_28060	B1572928847BE6E4B9544104C694E875	1168	no	no					
APU25_28065	6A9EBEB3549AA7D7ED5E57C37EE7FCED	200	no	yes	3	1	0	2	GO:0003924,GO:0005525
APU25_28070	B8DD0DA639D3BBE1CFD7DFC66F37CF33	307	no	yes	1	1	0	3	GO:0006621,GO:0016020,GO:0046923
APU25_28075	9EFD7871A452E56F5122DDD99F5E673C	334	no	yes	3	1	0	1	GO:0005515
APU25_28080	C4FCDD3CE4E2CE39EBDA29D998E3BAF1	257	no	no					
APU25_28085	C979452E0F22C02CCF558452931DC1F7	154	no	yes	2	1	0	1	GO:0005515
APU25_28090	78B9771CE7CEAE492F5C091C861E3E43	145	no	yes	0	0	0		
APU25_28095	4F84362F59CC519CD5BEA38979DA05EF	870	no	yes	2	1	0	1	GO:0005515
APU25_28100	430D0D1BFBD94DD078CD7AF6787ED7AC	956	no	no					
APU25_28105	90E9FCE19089857066F00F9ABB71FB50	147	no	yes	1	0	0	1	GO:0016020
APU25_28110	773692B1D26B6CE104C12E839595CA06	163	no	no					
APU25_28115	91469D73F81F2958AE7FD079B6CAE870	772	no	no					
APU25_28120	36461A46644375A61CFCF7BD89B5C09A	339	no	yes	3	1	0		
APU25_28125	3B02D41C335C45D064DF64E24B21CCEE	340	no	yes	3	1	0		
APU25_28130	0E6646398338B963BFA3723B69B5EA67	342	no	no					
APU25_28135	2955D77A796815A85F39BBDDA5606318	472	no	no					
APU25_28140	7DC62DE9434699965FCF36BBBFF925E6	85	no	no					
APU25_28145	AE8B55B7BF0D27341C6FADE0784DDFAE	413	no	yes	1	1	0		
APU25_28150	F848807A3A43A5316EAD40FB2771427E	883	no	no					
APU25_28155	143C5DEB7643E15D99ABAE888E31AEB7	679	no	no					
APU25_28160	D1FA9B7B8869BCD3F7270A19A4649F09	179	no	yes	4	1	0	4	GO:0003723,GO:0003735,GO:0005840,GO:0006412
APU25_28165	6DC8BBB7A9B685F0F1EB6CFEB7C89402	991	no	no					
APU25_28170	36AD2316C1AF6412F4B503057D45ADFF	91	no	no					
APU25_28175	4656AF4ECEB2DD564C90C1388D3D657E	350	no	no					
APU25_28180	843845E17706C7B8445B53E5B2746B73	582	no	yes	6	2	0	2	GO:0004066,GO:0070981
APU25_28185	4B6D6E90789533C739E0AB0E350994C5	471	no	no					
APU25_28190	59E6E8ABCB1AE164B9524931CB8A8BE4	341	no	yes	5	2	0	5	GO:0003743,GO:0005515,GO:0005737,GO:0005852,GO:0008233
APU25_28195	E74E6BC038906901524940589A4A2932	451	no	no					
APU25_28200	020C3167E6378F054BDAA75561785F82	172	no	no					
APU25_28205	2E99F268CA6B00F93A44DB25B4E8A10D	294	no	no					
APU25_28210	48BF541C72A8FBAC9001D6D85F32B832	277	no	no					
APU25_28215	DD60577E61BE066935B7CEA2285A7351	359	no	yes	6	1	0	1	GO:0005515
APU25_28220	1C47C5C20F3AEE159A0F6764BCEDDD07	1315	no	no					
APU25_28225	D8C2AF2AF6496CFBC0AD14D0D7A23B04	512	no	no					
APU25_28230	E16825598321BAB619C5CAF779E4680B	391	no	yes	6	2	0	2	GO:0006508,GO:0008234
APU25_28235	A312FE2047568BE6E7174A512C1C0630	553	no	no					
APU25_28240	3642B4A28D8EE406E372B6BA65D40440	312	no	yes	4	1	0	3	GO:0003735,GO:0005840,GO:0006412
APU25_28245	BB303E5084932B07742C97C107BEB177	698	no	no					
APU25_28250	4B86C6596FFA1EB30D75B07083FD176C	207	no	yes	3	1	0		
APU25_28255	A920A10067EB1940FD1683877C112479	288	no	yes	2	1	0		
APU25_28260	1136AC01398310C589D88937BEC3F547	114	no	yes	4	1	0		
APU25_28265	0751CD8753D4D6E305D124D7079B283A	179	no	yes	4	1	0		
APU25_28270	1CC3C5035BC88B3E2A3D84EE1E0F1C64	687	no	yes	0	0	0		
APU25_28275	E67771BFE209F5C00A5722BA04CC2E40	683	no	yes	4	2	0	5	GO:0000226,GO:0000922,GO:0005815,GO:0007020,GO:0043015
APU25_28280	C973A3E6EF621C8C772BE3E68C3C53A5	139	no	no					
APU25_28285	42AE0AC482AC8640133A884525F28E43	967	no	yes	5	1	0	3	GO:0006099,GO:0008964,GO:0015977
APU25_28290	C261EE41F9A09156519D732D18C186A5	337	no	yes	4	1	0	2	GO:0005198,GO:0005515
APU25_28295	A56D2DDCB9A63FA3D80D72493D318D32	175	no	yes	1	1	0	3	GO:0005787,GO:0016020,GO:0051604
APU25_28300	EF7A4E80BBAAD9B8DF67B36A4A9E26AF	493	no	no					
APU25_28305	BD555337710D58FC6804C20ACF0554EB	588	no	yes	1	1	0	3	GO:0005471,GO:0006862,GO:0016020
APU25_28310	130CA0C20DD56507C854E084102580EA	537	no	no					
APU25_28315	B022072C06B8B5C358B3D559464C94A4	373	no	yes	4	1	0	2	GO:0006508,GO:0008234
APU25_28320	3DA64C2D6F9FF43F3551E39C7933543F	510	no	yes	7	2	0	3	GO:0003824,GO:0004056,GO:0006526
APU25_28325	1EB036FB44AA1F036A4639AB8454C2CB	244	no	no					
APU25_28330	46539D22D361E44C6C4D01340510BAF1	534	no	yes	5	2	0	1	GO:0016226
APU25_28335	42387E2DEE612BCF8D835A848176CB87	286	no	yes	5	1	0	4	GO:0000287,GO:0006790,GO:0008441,GO:0046856
APU25_28340	5A3E045FF0C2269FF7710D0922197206	198	no	yes	1	1	0		
APU25_28345	8C6AD6B2DC9078D9A4956DCEF51D224A	76	no	yes	2	1	0	3	GO:0000439,GO:0006289,GO:0006367
APU25_28350	3F32361B4E65962BBB113028C32634DE	390	no	no					
APU25_28355	AA36A9B6241A8F564503CFC385CBB997	357	no	yes	1	1	0	3	GO:0005515,GO:0005634,GO:0042254
APU25_28360	8B111766AD7C64648DFCDD4D7E37E453	287	no	yes	2	1	0	1	GO:0051560
APU25_28365	FC28B0455C7069425032EAD2B4A555D4	717	yes	no					
APU25_28370	9594429C417676B2D955DD72C9886FC2	1184	no	no					
APU25_28375	4D1DCD221CC7296FD02DB251B1BBCB1C	304	no	yes	6	1	0	4	GO:0003676,GO:0003723,GO:0004523,GO:0016070
APU25_28380	94A1332F312783B4998619DBCE56491F	425	no	yes	3	1	0	2	GO:0004107,GO:0009073
APU25_28385	6634BB522959DE18F4CF899B958F9410	424	no	no					
APU25_28390	88EAC17BC2917F3E2A79B4C34F760AD4	172	no	no					
APU25_28395	FFF1342C4D29D296055A9C6CA7197C48	707	no	no					
APU25_28400	C02FBEDBC77A6A92475D12C15D46FBA8	288	no	no					
APU25_28405	618E83754664757D581693CB1577155E	541	no	no					
APU25_28410	47212092A3C58C0D805FD885AD3071CC	989	no	no					
APU25_28415	4CFCFC49F1CDB115BC92D2303C40809F	591	no	no					
APU25_28420	B1F1E342D86AFEFC7E58E80066589E5D	326	no	no					
APU25_28425	C7DC1AEA53F6D7A7FEB1025CC4D2754D	109	no	no					
APU25_28430	DEED5556B96925498512822FF56A99C5	391	no	no					
APU25_28435	2A567488123DB5478D58C2F08D0B735D	581	no	no					
APU25_28440	BF0DDB426505F54C1F8BF693A8709311	1323	no	no					
APU25_28445	D647224E591EF8EB68D09E9EE55326D9	1192	no	no					
APU25_28450	35DDB6DC59A79CD70096610190B1B601	933	no	no					
APU25_28455	F80CFA9404992479136F04EA1F228331	839	no	no					
APU25_28460	E822EF50A7F572883B58800A86B3CA2F	98	no	yes	1	0	0		
APU25_28465	3CF11EBFEC4D293AE6BB51ACD019D9AB	482	no	no					
APU25_28470	4CAE2B96CCF38381D2F6A78137C0B9C5	592	no	yes	2	1	0	2	GO:0006508,GO:0008234
APU25_28475	62C294E91D1410D7DD507A9FAB6DE5C0	122	no	no					
APU25_28480	41DC7AA532FDF729E440E65C7E5CC420	243	no	no					
APU25_28485	6CED886E9ABEF53B27021F516CBC0B36	219	no	yes	2	1	0		
APU25_28490	2D6BFBE143D16C268ADF17851B38F824	297	no	yes	2	1	0		
APU25_28495	4DD770902B61278612AC32BBB6A906F0	254	no	no					
APU25_28500	D6F39FDCF3DAA862E6ECA02BFFE3176F	503	no	no					
APU25_28505	5307EC3EF198CD5EE1A4A301C585A589	83	no	no					
APU25_28510	3EEA800FC8CF11711EB9AD333C7CBF02	140	no	no					
APU25_28515	B8662C03D23C1FAF7D7677EE70D9E6A6	81	no	no					
APU25_28520	04DFC3D4C705567C963A0F16A790E6E3	146	yes	no					
APU25_28525	D2D9866DADA7EB26A27DEED248FA0C26	170	no	yes	0	0	0		
APU25_28530	8A41DD7B59B8156D9F4569C1B0A39D99	494	no	yes	4	2	0	2	GO:0003954,GO:0016491
APU25_28535	2A5F67AC0F607BC56B100192CE22E860	522	no	no					
APU25_28540	8A4FFEEA7B3BBD776B46B80A6B7BF1FB	311	no	yes	1	1	0		
APU25_28545	740E923EBA238A1E83BF5DAB826E8EB3	213	no	no					
APU25_28550	00CC441B0611744A1EDCC473AA6B6A2D	217	no	yes	3	1	0		
APU25_28555	4C8C09E05727D2834F30DB80A7DA30C3	391	no	no					
APU25_28560	D0F0FEB5F44480EA7F4691FDE5B6DAD0	201	no	yes	3	1	0	3	GO:0006099,GO:0009055,GO:0016020
APU25_28565	DA9768CBC387310EF78CF05BFC51502C	389	no	yes	1	0	0	4	GO:0009536,GO:0009658,GO:0010239,GO:0048366
APU25_28570	5202A16A30097C838C048FBB30B6BC0B	367	no	no					
APU25_28575	0F9A161341BBC60920838CEBC0653AA2	389	no	no					
APU25_28580	69AED08C44FF759358FB07E46B871934	155	no	yes	3	1	0		
APU25_28585	BE3132A2D896B99577C77C5CB8FE9952	217	no	no					
APU25_28590	42122F3954B5DCA7AA6D4F26CFAF7E39	471	no	no					
APU25_28595	42C6441CE211A70DC244D1F4CE7FD852	123	no	yes	4	1	0	4	GO:0000786,GO:0003677,GO:0030527,GO:0046982
APU25_28600	88AC9195E4EB77702659326B3ACDF15F	860	no	no					
APU25_28605	EAA5C9CB0C3B9105C5B3750738259E0A	663	no	no					
APU25_28610	03F3C7D2CFA60B71B32F2310F18C9652	87	no	yes	1	1	0	1	GO:0005739
APU25_28615	2DBD67F7D021274DD9945D1F0BF92C6C	1139	no	no					
APU25_28620	7D8998CEE0FF19763CCF478F5034766E	312	no	yes	3	1	0		
APU25_28625	97162FD4A8418EBEB81281AD4E6D429E	655	no	no					
APU25_28630	B7C5B795D5405D5647F80492355EE3D9	690	no	no					
APU25_28635	8F3FD631F60FF6D962B946A6622CEA79	456	no	no					
APU25_28640	6D22129F446ADA613125A7095F665227	322	no	yes	3	1	0	4	GO:0005741,GO:0008320,GO:0030150,GO:0055085
APU25_28645	AE4B1D6578A5711EAAC0650848D23F44	167	no	yes	4	1	0		
APU25_28650	C0CCFD1D4FE70385B309D256324B48E5	306	no	yes	0	0	0		
APU25_28655	CB0B2A708552E33462B5679212B3A6AC	308	no	yes	1	0	0		
APU25_28660	CBED0A282BDA7A03E0F8661185CA7A39	224	no	yes	3	1	0	3	GO:0001510,GO:0008168,GO:0032259
APU25_28665	F4837C3F62F25A6D5B222683C872E1C6	762	no	no					
APU25_28670	90DF70D892B0D7734984D9D8B6F06BDC	240	no	no					
APU25_28675	26FB11B984341767721AF148B80AF738	918	no	yes	12	5	0	3	GO:0005515,GO:0005524,GO:0016887
APU25_28680	E30001A694F127601F07EFD25C66371A	1501	no	no					
APU25_28685	C8D87193547168356BD0ECAE92F9C85F	89	no	yes	2	1	0	1	GO:0000398
APU25_28690	845E57EF8AA4C668B7B823033973DDB1	506	no	no					
APU25_28695	EE7388035909BEB0AA31CCD867D361BA	998	no	no					
APU25_28700	B63025D6F65C3599710E7A9A2E348154	231	no	no					
APU25_28705	7482C3F469E7897092E8006EBE59BCE8	161	no	yes	3	1	0	1	GO:0010038
APU25_28710	FA4F12F87D17B6C90BA4DACBAD533FEB	183	no	yes	2	1	0		
APU25_28715	100A23235F4449D950AECEA323E6E141	1227	yes	no					
APU25_28720	F559B08A67BAE05B9E707BC147D706C1	145	no	yes	6	2	0	4	GO:0000786,GO:0003677,GO:0030527,GO:0046982
APU25_28725	3D47FDF6A0EBA1CE0547C52A8B8AB6F9	1091	no	no					
APU25_28730	9B827178C6A30C69C97C43072502C4F8	215	no	no					
APU25_28735	1117DEC3EFFA8373EFEE4B3E868FD630	468	no	yes	6	2	0	2	GO:0016746,GO:0016747
APU25_28740	A79F7292091F87894DD166973DC768F9	400	no	no					
APU25_28745	BBB8189EA17F6F965AB3E6BA4F7DF14B	114	no	no					
APU25_28750	2B5D59EF5B70867828ABB89D39641737	418	no	yes	3	1	0	2	GO:0016020,GO:0055085
APU25_28755	3339B6B0ADC2ED97A849BB8AF0E73535	891	no	no					
APU25_28760	9083C8B8896301247E08805C7747478B	2078	no	no					
APU25_28765	3D7A0FE417B68BA752DE846E4BACED40	327	no	no					
APU25_28770	BC646357DB2445765D5595B86F3EB7A7	419	no	yes	7	2	0	4	GO:0003824,GO:0005524,GO:0006099,GO:0046872
APU25_28775	EEDAC6EEEA5FFEEC7BDD9F23A7C800DB	387	no	no					
APU25_28780	102399EB02A6B61E7707D71D5A13C8AB	439	no	no					
APU25_28785	AF5D36A93E3B3E2546CBEDD4F70716B0	1036	no	yes	7	3	0	5	GO:0005524,GO:0016020,GO:0016887,GO:0055085,GO:0140359
APU25_28790	52DE73616E923139EAED3FE31443010A	442	no	no					
APU25_28795	F7C04415DDB8E9B737444F6748B8E2F9	250	no	no					
APU25_28800	95376E6DA46DA0D39A8CDF5BFFDF8BCE	703	no	no					
APU25_28805	731F3148B904DD91B475F3A4557D8616	255	no	yes	0	0	0		
APU25_28810	257A958CDDAB0CCF8449170DE3E8E487	282	no	no					
APU25_28815	957F19D47565A592282FA16B6179F8EF	326	no	no					
APU25_28820	E142AAA923B87144E56DE5DE59A70390	614	yes	no					
APU25_28825	BAC436C3D77DD6C198A9C49BD61DE569	185	no	no					
APU25_28830	62AC3CD5E7D4655BDF00C531A70E0AB1	315	no	yes	2	1	0	1	GO:0003839
APU25_28835	828625B8A4D5B1FAD3744D404437E69E	165	no	no					
APU25_28840	5BB2A5BDB2E660A5C4E22C84A9B55308	371	no	yes	3	1	0	2	GO:0016020,GO:0055085
APU25_28845	5CD3A14B8C18BA9BBB97ACEBDD4D216C	519	no	yes	8	3	0	3	GO:0004190,GO:0006508,GO:0006629
APU25_28850	BB43FC4BC6C385DBBFF3AD981BE760A0	280	no	no					
APU25_28855	AF534A3BE5B1D919E6A94533E1A1E38F	588	no	no					
APU25_28860	F1962577AB6553ACE65B4E18083C0E43	540	no	yes	2	1	0	1	GO:0005525
APU25_28865	25CE0460A27015C03F79C21DA8DE3C93	579	no	yes	4	1	0	1	GO:0005524
APU25_28870	961FEAE83867CA9A291B775F86500AF5	216	no	no					
APU25_28875	6A2FCF7624595F674632D1181C9FEB83	309	no	yes	4	1	0	1	GO:0016788
APU25_28880	7A9DD4191BBD5BF9670D2281F4D6CC0C	261	no	yes	0	0	0		
APU25_28885	066FAA90A520BAF7029E5D35136FF7E6	244	no	yes	0	0	0		
APU25_28890	2201E90A5F51DC5365A01F765DE23193	526	no	yes	3	1	0	2	GO:0006508,GO:0070008
APU25_28895	7D5A7DC095DFB5915E514FAFEA47AC73	150	no	yes	0	0	0		
APU25_28900	6ECFDAC931A1596C36688A673FA6D0EF	452	no	no					
APU25_28905	49C2F86F5AA48D8135AC73596BBDCD7E	1274	no	no					
APU25_28910	3F589E83725693EC9F921B1418E0AB5A	223	no	yes	0	0	0		
APU25_28915	2A718D73DA74A26B9C5EB7F2167A9D01	219	no	yes	0	0	0		
APU25_28920	85237E48D35121C6E2CBAEB77C654094	104	no	no					
APU25_28925	F65F16716F02E70F036896537AEF5CDC	656	no	yes	5	1	0	1	GO:0005515
APU25_28930	55F484FF0802CB5645012A3C242BD739	607	no	yes	3	1	0	3	GO:0000439,GO:0006289,GO:0006351
APU25_28935	678C92E1294DFD4F4B3AFF6EC3DEAAB9	523	no	no					
APU25_28940	AAF8EAA9BD7466F4A4DFFC8CA4462720	335	no	yes	3	1	0	2	GO:0006890,GO:0016020
APU25_28945	C805F20ECA4C6FAF460B12C0D0913C7C	261	no	no					
APU25_28950	B41E47F0197CEF3A0405D128DBE8A8A2	370	no	yes	3	1	0		
APU25_28955	72FD5B7B181BE0C4D4DC8C6AE64D7511	236	no	no					
APU25_28960	71838265C059BB73970F8DA10F15647D	925	no	no					
APU25_28965	FE96FF17E0ED1662E091C530C54DF98B	818	no	no					
APU25_28970	64A2FA89A7238B04B27BDE4A508D227A	354	no	no					
APU25_28975	73BACDFF8632F19EC2E3FF9B88C7C3F1	370	no	no					
APU25_28980	B172CE53368807942663A69D78D32F30	459	no	no					
APU25_28985	74D165E8A4C8A57865D90C3959A09626	240	no	no					
APU25_28990	B1C76ADA59942C7E4DFB52B77A390094	229	no	no					
APU25_28995	8D7D2D2B7E117A014E57453C7F25D429	517	no	no					
APU25_29000	3BF53C7E8106C8F959B135358463ECC7	193	no	yes	0	0	0		
APU25_29005	B3BE81992EE996EF85770991164F823A	272	no	yes	3	1	0	1	GO:0010945
APU25_29010	F8FBC5BDF3A95A391A36B90C6526CC76	224	no	yes	1	1	0	1	GO:0007034
APU25_29015	5347A0D111EDC089EE13CE4CB72969AE	462	no	yes	8	3	0	2	GO:0003924,GO:0005525
APU25_29020	9C91F8B2FB8354430A2A79D70EF85489	181	no	yes	0	0	0		
APU25_29025	D93E2D56F74737C660A2A5EDB3854C6D	790	no	yes	1	1	0	2	GO:0006886,GO:0017119
APU25_29030	EB26A53313298326B42238504D3F5471	612	no	no					
APU25_29035	F2918B807F3464EE6721ED87A9807033	274	no	yes	1	1	0	3	GO:0003729,GO:0005849,GO:0031124
APU25_29040	27E2FC61CE4427E4B3953B2DC2D214E7	326	no	yes	0	0	0		
APU25_29045	4B31D75C8722FACB1F57A3DBC3649EBB	981	no	no					
APU25_29050	35CB5AA9C275462242C31A6C76458AED	70	no	no					
APU25_29055	B36D14D4F319D4E43F2F951BA18BAFEB	364	no	yes	3	1	0	2	GO:0005524,GO:0006468
APU25_29060	A31B21ECC4397A5581A65EC2F3B00337	401	no	yes	5	2	0		
APU25_29065	57EE4D672DB319C5BB57C28F65544C86	535	no	no					
APU25_29070	5B74CE6508CF4EC5170BBFB3ABAEBDC9	135	no	yes	4	1	0	3	GO:0003735,GO:0005840,GO:0006412
APU25_29075	57D28D4A219C0AAB8702E959FE493007	649	no	no					
APU25_29080	86AEE0662F9EF722A5491AA93A0E7A02	8704	no	no					
APU25_29085	EB2D9CD7A6CFF1FC7506D111094C6C11	195	yes	no					
APU25_29090	541FB7215B0D882CD20D34FA17876031	503	no	yes	4	2	0	1	GO:0046872
APU25_29095	0D83AA58E9407DF488721EB8D33EF506	406	no	no					
APU25_29100	18C807DC5A0B837F17B2F5BB856C8759	423	no	yes	4	1	0	3	GO:0006790,GO:0008441,GO:0046856
APU25_29105	CA7F5FDD99FFDD7D0A0AD353B25423B8	625	no	no					
APU25_29110	0FB7D67A1FC0DEB312D719BF1FA0E789	466	no	yes	1	1	0		
APU25_29115	D7EBFFC86B9DA6CA057417A2298F93A6	403	no	yes	5	2	0		
APU25_29120	ED88270D4E2CEEFB5DEB14F43A95F8DC	305	no	yes	2	1	0	1	GO:0005515
APU25_29125	62861B86E82F46F8DE938FA58C9BE296	335	no	no					
APU25_29130	FB0CA7B72BE289659A977351C6B55012	1455	no	no					
APU25_29135	C00E5C61640E8BE5284BA6825A1C92E4	645	no	no					
APU25_29140	EC9A794C2EF43739D7D685DA6B65DAF3	313	no	yes	3	1	0	2	GO:0008252,GO:0016787
APU25_29145	C60FBAE311031426A139100F9E53D63C	1001	no	no					
APU25_29150	3CD4AF6E47C82B749E8769EF3711C6A6	653	no	yes	3	1	0	1	GO:0010960
APU25_29155	B46276CEA739D88C0CE367914E51448A	270	no	no					
APU25_29160	7B8605A4E5E7F131029B055262FF414E	394	no	no					
APU25_29165	7B20CA8F3C90C242D13F624769D9B4E8	330	no	no					
APU25_29170	AD80C5FA2CF65F73521D1FE99E93F79F	559	yes	no					
APU25_29175	323DDF894A55840807EBAB2676495A2A	743	no	no					
APU25_29180	A4B0427174E9B5212B374A066A06CB6D	545	no	yes	7	1	0	3	GO:0004252,GO:0006508,GO:0008236
APU25_29185	6550815E539FD3C5F80B73110397B69C	133	no	no					
APU25_29190	422ECD4DAF38BA984CC0233B6C882F62	284	no	yes	3	1	0	1	GO:0016020
APU25_29195	DBBC400AABB44EA299D6AB02070C9F5A	326	no	no					
APU25_29200	BE0E09794B403F115A5FFD45336B77FB	302	no	yes	3	1	0		
APU25_29205	3FB13618B7DB1C63EEC3A904B804C254	702	yes	no					
APU25_29210	3412B8D62FF238FDCC2D96882B561454	476	no	yes	5	2	0	2	GO:0005524,GO:0016301
APU25_29215	9C6A79CC19D0677F5AB0179FA09B860B	526	no	yes	5	2	0	2	GO:0005524,GO:0016301
APU25_29220	F5E1E6ACC0D18AB769FC67FC1DFF44B6	124	no	no					
APU25_29225	56C75ED2E7ECF986DE0999C1C8191FC0	625	no	no					
APU25_29230	D575C9DCF4E06DC1D6893C9598F499EB	167	no	yes	2	1	0	2	GO:0061657,GO:0071569
APU25_29235	78CE0C7B3381F923C2BD6A6E2215088B	264	no	no					
APU25_29240	B3DB3CBACAE33AA8A5ABCEBE8C90BCFA	306	no	no					
APU25_29245	AEFB958E3CFBD23737C0917AEDD74A55	472	no	yes	2	1	0		
APU25_29250	2AE60E47ABEA64E7726823CC7FFCB60A	227	no	yes	6	1	0	3	GO:0006470,GO:0016311,GO:0019203
APU25_29255	84087AF51D786AFE1DA6F0DC5EAC9296	197	no	yes	3	1	0	3	GO:0009522,GO:0009538,GO:0015979
APU25_29260	C73F9465075099000BBCF201B8F0B7BE	267	no	no					
APU25_29265	5DBE715695CEF26FE29951E8EEA90EEA	460	no	no					
APU25_29270	34E81395FF55F4488852EAC35D0BAB68	475	no	no					
APU25_29275	6DB72AFF079E2BE25E46F83700FE1D40	275	no	yes	5	1	0	2	GO:0003824,GO:0016853
APU25_29280	A4AD04467ED2BACB5197AEB40515784C	551	no	no					
APU25_29285	9731F812481AB3602492C7DCE8A0615D	295	no	yes	2	1	0	2	GO:0005515,GO:0045048
APU25_29290	B4F5D5E4DBF8254EC3BE5BAB3E1752E8	164	no	no					
APU25_29295	D30B6C4735B18627C2502C65E34D2BE4	255	no	yes	2	1	0		
APU25_29300	18E0A67F6E48A4083AB8846E992B593A	536	no	yes	1	0	0		
APU25_29305	EC5DF111693B0DD73FB7D730E9576D71	910	no	yes	6	2	0	2	GO:0005515,GO:0016491
APU25_29310	F0AA1E19991885AE688AD5C2E8D2725A	449	no	yes	7	2	0	1	GO:0005515
APU25_29315	7444B073D7EB940F8CD04F7D1A3D8798	517	no	no					
APU25_29320	463CC56F3DBE18F531F32D07CB9136E1	365	no	no					
APU25_29325	C36001108A14F84F18C59118A466956A	423	no	no					
APU25_29330	DF687CF2F24471DB2016A9F219BACDFD	1164	no	no					
APU25_29335	522F39B9E4B3976909FBCA01607ABCEA	469	yes	no					
APU25_29340	D5BC02DDF44C789A25944643E2FABF1F	312	no	yes	4	1	0		
APU25_29345	3A6FF2C8EB4442F56B83937A9406FEF1	2013	no	no					
APU25_29350	837313DD7EF0E34A818BA23C93706AD3	615	no	yes	8	4	0	3	GO:0001731,GO:0003743,GO:0006413
APU25_29355	8C4C3CBB84D44FDB598A47830A6547A2	452	yes	no					
APU25_29360	FED59C1FE1C5C3699300BA83A3FDF010	713	no	no					
APU25_29365	651B2736D54228F5C87A932E09BE300F	652	no	no					
APU25_29370	DA4613E61D5B31137743F53B16590FA6	401	no	no					
APU25_29375	65B83D0660BC74BFC08D3C81B4B7FD46	449	no	no					
APU25_29380	5CE0EA382741B81193987F35221FA095	530	no	yes	0	0	0		
APU25_29385	34104BB4AB9C3F08EC8E1CE6CB6C5C2F	347	no	no					
APU25_29390	260EA0C9E5179FCD7FF3C2CB8845072F	226	no	yes	4	2	0		
APU25_29395	C065C096073E2238DC09F44A46D16A33	107	no	yes	0	0	0		
APU25_29400	A119A4216DE10521E16462E7F921DFB2	270	no	no					
APU25_29405	F21A5F75959AB1D8C8FDA6938B2E1C77	344	no	no					
APU25_29410	EAC800C9EF1E3F0E2963124090DB38CA	376	no	no					
APU25_29415	A0E65C026D54B0B33B1C306B3C998985	1093	no	no					
APU25_29420	237176A9DB42FA1FE84E4237B602C31F	790	no	no					
APU25_29425	F2873A77CE1701C4B157BF0DFB184E90	352	no	yes	2	1	0		
APU25_29430	6A74234AF207FA1C8160C8C8AD103249	207	no	yes	0	0	0		
APU25_29435	C0373C71636B904025B36FDCCDC8E134	531	yes	no					
APU25_29440	AF98139803965EF8ED3F0DD8662CD478	76	no	no					
APU25_29445	173EA403CD57BC11561DF48D16387C0B	246	no	no					
APU25_29450	6D51CBE5711BBD46E10E3E01594C90ED	698	no	no					
APU25_29455	F9E4069EF2459F4E7761D941D93A0F3F	271	no	yes	2	1	0	5	GO:0005509,GO:0009523,GO:0009654,GO:0015979,GO:0019898
APU25_29460	F85C599F5F386750ECB997B952A814C7	77	no	yes	1	1	0	1	GO:0005739
APU25_29465	9270C0CB3985CA1DBA7512675322E702	119	no	yes	3	1	0	3	GO:0003735,GO:0006412,GO:0015934
APU25_29470	5185478D6E977C0CD324F0D83B4CE238	274	no	no					
APU25_29475	C2C0A5BC859A4A7974D06862659800DE	573	no	no					
APU25_29480	5E84C06BE924E563EA541FB595F80065	182	no	yes	3	1	0	4	GO:0003723,GO:0003735,GO:0005840,GO:0006412
APU25_29485	42D7AA9A1EFE999E5696BE6D8ECBAFFD	532	no	no					
APU25_29490	4A70E47FDE61BEDC3695B17800E3012D	478	no	no					
APU25_29495	3AC4E8E816B8A6AE7EF9FA68A2F41EA7	349	no	no					
APU25_29500	4D5B8EE94F318DC75B8EA3B38B89FEEC	259	no	yes	3	1	0	3	GO:0003735,GO:0005840,GO:0006412
APU25_29505	27EA99D3D2B320FCEB114ED7AE42087C	411	no	no					
APU25_29510	C2064AEDACBB6F9EA1D462B12437FAD0	1416	no	no					
APU25_29515	70B62F69855E61B5E4E60F353DC76CE8	510	no	no					
APU25_29520	E6B518AB13576BC1FE58978519669A13	306	no	no					
APU25_29525	7DE3C0DD245132C75EE39D3B6B5DD396	464	no	yes	7	1	0	3	GO:0030170,GO:0031071,GO:0044571
APU25_29530	041EF3FF02D18C008A0426EA11AE71CA	259	no	yes	2	1	0	1	GO:0010190
APU25_29535	E3E647FB39610B5B88F3FF93F3CEB0B2	523	no	no					
APU25_29540	34996F2597AD6463A6855E87B9D7F362	149	no	yes	0	0	0		
APU25_29545	EED2B41E019DB1C1DF1DC505962049CD	442	no	no					
APU25_29550	CB23FB7C0010825D59E26E1B97F0E0B6	346	no	no					
