locus_tag	symbol	product	chromosome	accession	start	end	strand	exons	protein_len	source_locus	subgenome	identity	QC	symbol_source	product_source	dup_pair_id	interpro_family_candidates	interpro_family_unresolved	interpro_domain_all	interpro_structural_only	symbol_rejected	symbol_rejected_reason	eggnog_data_row
APU25_29975	MTFP1	Mitochondrial 18kDa protein	11	CM128235.1	1312257	1313666	+	3	314	ACKKBG_A32685	A	0.9968	pass	eggnog	interpro_family								TRUE
APU25_29980	METTL21C	Lysine methyltransferase	11	CM128235.1	1313898	1314883	-	3	219	ACKKBG_A32690	A	0.9863	pass	eggnog	interpro_family								TRUE
APU25_29985		hypothetical protein	11	CM128235.1	1315214	1316322	+	5	212	ACKKBG_A32700	A	1.0000	pass	none	none								FALSE
APU25_29990		MATH/TRAF and BTB/POZ domain-containing protein	11	CM128235.1	1316813	1319595	-	7	602	ACKKBF_B32705	B	0.9917	pass	none	interpro_domain_multi				IPR002083 MATH/TRAF domain; IPR000210 BTB/POZ domain; IPR034090 BPM, C-terminal BACK domain; IPR056423 BPM/SPOP, BACK domain		LOC102718547	loc_placeholder	TRUE
APU25_29995	RUS2	Protein root UVB sensitive/RUS domain-containing protein	11	CM128235.1	1320201	1321827	-	2	493	ACKKBG_A32710	A	0.9959	pass	eggnog	interpro_domain	DUP0326			IPR054549 Protein root UVB sensitive/RUS domain				TRUE
APU25_30000	RUS2	hypothetical protein	11	CM128235.1	1322401	1323420	-	5	156	ACKKBG_A32715	tie	0.9615	pass	eggnog	none	DUP0326							TRUE
APU25_30005		hypothetical protein	11	CM128235.1	1323880	1325127	+	6	198	ACKKBG_A32720	tie	1.0000	pass	none	none								TRUE
APU25_30010		hypothetical protein	11	CM128235.1	1325432	1327281	-	9	212	ACKKBG_A32725	tie	1.0000	pass	none	none								FALSE
APU25_30015	FAP304	PhoD-like phosphatase, metallophosphatase and PhoD-like phosphatase domain-containing protein	11	CM128235.1	1327859	1332661	-	17	700	ACKKBG_A32730	A	1.0000	pass	utex250a	interpro_domain_multi				IPR018946 PhoD-like phosphatase, metallophosphatase domain; IPR043904 PhoD-like phosphatase				TRUE
APU25_30020	TLK1	Protein kinase domain-containing protein	11	CM128235.1	1333383	1337223	+	9	702	ACKKBG_A32735	A	1.0000	pass	eggnog	interpro_domain				IPR000719 Protein kinase domain				TRUE
APU25_30025		hypothetical protein	11	CM128235.1	1337451	1338621	-	2	347	ACKKBG_A32740	A	0.9971	pass	none	none								TRUE
APU25_30030	ACP7	Fibronectin type III and Purple acid phosphatase, N-terminal domain-containing protein	11	CM128235.1	1338930	1343679	-	15	743	ACKKBG_A32745	A	0.9960	pass	eggnog	interpro_domain_multi				IPR003961 Fibronectin type III; IPR015914 Purple acid phosphatase, N-terminal; IPR041792 Purple acid phosphatase, metallophosphatase domain; IPR004843 Calcineurin-like, phosphoesterase domain				TRUE
APU25_30035		hypothetical protein	11	CM128235.1	1344778	1345543	-	2	208	ACKKBG_A32750	A	0.9952	pass	none	none								TRUE
APU25_30040	nvlA	K Homology and K Homology domain, type 1 domain-containing protein	11	CM128235.1	1345999	1347353	+	3	341	ACKKBG_A32755	A	0.9941	pass	eggnog	interpro_domain_multi				IPR004087 K Homology domain; IPR004088 K Homology domain, type 1				TRUE
APU25_30045	RBM5	G-patch domain-containing protein	11	CM128235.1	1347908	1349822	+	4	483	ACKKBG_A32760	A	0.9959	pass	eggnog	interpro_domain				IPR000467 G-patch domain				TRUE
APU25_30050	NZF1	RNA-binding protein ZFP36-like	11	CM128235.1	1350534	1351689	-	3	275	ACKKBG_A32765	A	0.9964	pass	utex250a	interpro_family								TRUE
APU25_30055		Para-hydroxybenzoic acid efflux pump subunit AaeB/fusaric acid resistance protein	11	CM128235.1	1352989	1357908	+	7	1157	ACKKBG_A32770	A	0.9948	pass	none	interpro_family						LOC107811427	loc_placeholder	TRUE
APU25_30060		Aluminum-activated malate transporter	11	CM128235.1	1358607	1364592	+	14	1153	ACKKBG_A32775	A	0.9931	pass	none	interpro_family	DUP0327					LOC107811427	loc_placeholder	TRUE
APU25_30065		Para-hydroxybenzoic acid efflux pump subunit AaeB/fusaric acid resistance protein	11	CM128235.1	1365219	1371391	+	13	1167	ACKKBG_A32780	A	0.9957	pass	none	interpro_family	DUP0327					LOC107811427	loc_placeholder	TRUE
APU25_30070	PSAG1	Photosystem I reaction center subunit V	11	CM128235.1	1371872	1372891	+	5	141	ACKKBG_A32785	tie	1.0000	pass	utex250a	interpro_family								TRUE
APU25_30075	P4H9	Prolyl 4-hydroxylase	11	CM128235.1	1373303	1375304	-	4	437	ACKKBG_A32790	A	0.9977	pass	eggnog	interpro_family								TRUE
APU25_30080	P4H9	Prolyl 4-hydroxylase	11	CM128235.1	1375601	1377903	+	6	442	ACKKBG_A32795	A	0.9977	pass	eggnog	interpro_family								TRUE
APU25_30085		OTU1-like, C-terminal C2H2-type zinc finger and Ubiquitin-associated domain-containing protein	11	CM128235.1	1378106	1380662	-	10	417	ACKKBG_A32800	A	1.0000	pass	none	interpro_domain_multi				IPR057766 OTU1-like, C-terminal C2H2-type zinc finger; IPR015940 Ubiquitin-associated domain; IPR018997 PUB domain		100633984	numeric_only	TRUE
APU25_30090		ARID DNA-binding domain-containing protein	11	CM128235.1	1381076	1382033	-	3	222	ACKKBG_A32805	A	1.0000	pass	none	interpro_domain				IPR001606 ARID DNA-binding domain				TRUE
APU25_30095	VPS37-2	GPI Anchor Biosynthesis Protein	11	CM128235.1	1382382	1383335	+	4	175	ACKKBG_A32810	A	1.0000	pass	eggnog	interpro_family	DUP0328							TRUE
APU25_30100	VPS37	Modifier of rudimentary, Modr domain-containing protein	11	CM128235.1	1383787	1385439	+	5	306	ACKKBG_A32815	A	0.9967	pass	utex250a	interpro_domain	DUP0328			IPR009851 Modifier of rudimentary, Modr				TRUE
APU25_30105		Rhodanese-like domain-containing protein 14	11	CM128235.1	1385785	1386861	-	3	267	ACKKBG_A32820	A	1.0000	pass	none	interpro_family								TRUE
APU25_30110		hypothetical protein	11	CM128235.1	1387306	1389371	+	5	453	ACKKBG_A32825	A	0.9823	no_start_Met	none	none								TRUE
APU25_30115	SEC24B	Zinc finger, Sec23/Sec24-type and Sec23/Sec24, trunk domain-containing protein	11	CM128235.1	1389572	1393609	-	7	994	ACKKBG_A32830	A	0.9860	pass	utex250a	interpro_domain_multi				IPR006895 Zinc finger, Sec23/Sec24-type; IPR006896 Sec23/Sec24, trunk domain; IPR012990 Sec23/Sec24, beta-sandwich; IPR006900 Sec23/Sec24, helical domain				TRUE
APU25_30120	FAP353	Rab1/Ypt1	11	CM128235.1	1394607	1395954	+	5	203	ACKKBG_A32835	tie	1.0000	pass	utex250a	interpro_family								TRUE
APU25_30125	Mpu1	Mannose-P-dolichol utilization defect 1 protein	11	CM128235.1	1396844	1398186	-	4	239	ACKKBG_A32840	tie	1.0000	pass	eggnog	interpro_family								TRUE
APU25_30130		hypothetical protein	11	CM128235.1	1398533	1399050	+	2	106	ACKKBG_A32845	tie	1.0000	pass	none	none								FALSE
APU25_30135	RPH2	Exosome complex component Rrp42 subfamily	11	CM128235.1	1399258	1400740	+	5	290	ACKKBG_A32850	tie	1.0000	pass	utex250a	interpro_family	DUP0329							TRUE
APU25_30140	RRP	S-adenosyl-L-methionine-dependent methyltransferase ML2640-like	11	CM128235.1	1400924	1402775	+	5	358	ACKKBG_A32855	A	0.9916	pass	eggnog	interpro_family	DUP0329							TRUE
APU25_30145	MTRR	Flavodoxin/nitric oxide synthase and Sulfite reductase [NADPH] flavoprotein alpha-component-like, FAD-binding domain-containing protein	11	CM128235.1	1403047	1407465	-	12	872	ACKKBG_A32860	A	0.9977	pass	eggnog	interpro_domain_multi				IPR008254 Flavodoxin/nitric oxide synthase; IPR003097 Sulfite reductase [NADPH] flavoprotein alpha-component-like, FAD-binding; IPR017927 FAD-binding domain, ferredoxin reductase-type; IPR001433 Oxidoreductase FAD/NAD(P)-binding				TRUE
APU25_30150	PUX8	Ubiquitin fusion degradation protein UFD1-like	11	CM128235.1	1407917	1409703	+	3	436	ACKKBG_A32865	A	1.0000	pass	eggnog	interpro_family								TRUE
APU25_30155		Pigment-associated catalase-like	11	CM128235.1	1410185	1411757	-	5	277	ACKKBG_A32870	A	0.9964	pass	none	interpro_family								TRUE
APU25_30160		S-adenosyl-L-methionine-dependent methyltransferase ML2640-like	11	CM128235.1	1413287	1415339	+	7	344	ACKKBG_A32875	A	0.9971	pass	none	interpro_family								TRUE
APU25_30165	SPCS1	Signal peptidase complex subunit 1	11	CM128235.1	1415593	1415904	+	1	103	ACKKBG_A32880	A	0.9903	pass	eggnog	interpro_family								TRUE
APU25_30170		hypothetical protein	11	CM128235.1	1416945	1417285	+	2	70	ACKKBF_B40690	B-only	0.9000	pass	none	none								FALSE
APU25_30175	SPCS1	Glycoside hydrolase, family 5 domain-containing protein	11	CM128235.1	1417468	1420601	+	11	463	ACKKBG_A32890	A	0.9935	pass	eggnog	interpro_domain				IPR001547 Glycoside hydrolase, family 5				TRUE
APU25_30180	TMEM18	Transmembrane protein 18	11	CM128235.1	1421358	1422309	-	4	172	ACKKBF_B32895	B	0.9942	pass	eggnog	interpro_family								TRUE
APU25_30185	PNKP	Polynucleotide kinase 3 phosphatase	11	CM128235.1	1422638	1425443	+	12	370	ACKKBG_A32900	A	0.9865	pass	eggnog	interpro_family								TRUE
APU25_30190		NUDIX hydrolase and NUDIX hydrolase domain-containing protein	11	CM128235.1	1425641	1426622	-	3	208	ACKKBG_A32905	A	1.0000	pass	none	interpro_domain_multi	DUP0330			IPR000086 NUDIX hydrolase domain; IPR020476 NUDIX hydrolase				TRUE
APU25_30195		hypothetical protein	11	CM128235.1	1426966	1429696	-	5	601	ACKKBG_A32910	A	0.9817	pass	none	none	DUP0330							TRUE
APU25_30200		hypothetical protein	11	CM128235.1	1430209	1431066	+	4	162	ACKKBG_A32915	A	1.0000	pass	none	none								FALSE
APU25_30205	GGH2	Peptidase C26, gamma-glutamyl hydrolase	11	CM128235.1	1431435	1433718	-	9	360	ACKKBF_B32920	B	0.9944	pass	utex250a	interpro_family								TRUE
APU25_30210	TUG1	Gamma tubulin	11	CM128235.1	1434143	1437407	+	11	491	ACKKBG_A32925	tie	0.9919	pass	utex250a	interpro_family								TRUE
APU25_30215	RFK2	Methyltransferase type 11 and Riboflavin kinase domain, bacterial/eukaryotic domain-containing protein	11	CM128235.1	1437671	1439897	+	7	425	ACKKBG_A32930	A	0.9953	pass	utex250a	interpro_domain_multi				IPR013216 Methyltransferase type 11; IPR015865 Riboflavin kinase domain, bacterial/eukaryotic				TRUE
APU25_30220		hypothetical protein	11	CM128235.1	1440157	1441269	+	4	197	ACKKBG_A32935	A	0.9949	pass	none	none								TRUE
APU25_30225		hypothetical protein	11	CM128235.1	1441772	1443789	-	3	507	ACKKBG_A32940	A	1.0000	pass	none	none								FALSE
APU25_30230	EGD1	Transcription factor BTF3	11	CM128235.1	1444287	1445148	-	3	159	ACKKBG_A32945	tie	1.0000	pass	utex250a	interpro_family								TRUE
APU25_30235		hypothetical protein	11	CM128235.1	1445706	1446801	+	2	266	ACKKBG_A32950	tie	1.0000	pass	none	none					TRUE			TRUE
APU25_30240		Helicase superfamily 1/2, ATP-binding and DEAD/DEAH-box helicase domain-containing protein	11	CM128235.1	1447542	1449539	-	4	405	ACKKBG_A32960	tie	1.0000	pass	none	interpro_domain_multi				IPR014001 Helicase superfamily 1/2, ATP-binding domain; IPR011545 DEAD/DEAH-box helicase domain; IPR001650 Helicase, C-terminal domain-like		LOC107958014	loc_placeholder	TRUE
APU25_30245	PP2A1	Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase and Calcineurin-like, phosphoesterase domain-containing protein	11	CM128235.1	1450036	1451911	+	5	372	ACKKBG_A32965	A	0.9946	pass	eggnog	interpro_domain_multi				IPR006186 Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase; IPR004843 Calcineurin-like, phosphoesterase domain				TRUE
APU25_30250		Respiratory supercomplex factor 2, mitochondrial	11	CM128235.1	1452309	1452929	-	4	90	ACKKBG_A32970	tie	1.0000	pass	none	interpro_family						LOC109006845	loc_placeholder	TRUE
APU25_30255	vlmB-0	Post-transcriptional expression and antimicrobial biosynthesis protein	11	CM128235.1	1453368	1454285	+	2	225	ACKKBG_A32975	tie	1.0000	pass	eggnog	interpro_family								TRUE
APU25_30260	XEG113	Nucleotide-diphospho-sugar transferase domain-containing protein	11	CM128235.1	1454798	1458265	-	7	586	ACKKBG_A32980	A	0.9966	pass	eggnog	interpro_domain				IPR005069 Nucleotide-diphospho-sugar transferase				TRUE
APU25_30265	XEG113	Nucleotide-diphospho-sugar transferase domain-containing protein	11	CM128235.1	1458571	1461892	-	7	578	ACKKBG_A32985	A	0.9948	pass	eggnog	interpro_domain				IPR005069 Nucleotide-diphospho-sugar transferase				TRUE
APU25_30270	NO93_0	Early nodulin 93 ENOD93 protein	11	CM128235.1	1462240	1462838	+	3	103	ACKKBG_A32990	A	1.0000	pass	eggnog	interpro_family								TRUE
APU25_30275		hypothetical protein	11	CM128235.1	1463268	1463940	+	3	149	ACKKBG_A32995	A	0.9933	pass	none	none								TRUE
APU25_30280		BLOC-1-related complex subunit 8	11	CM128235.1	1464392	1465043	+	3	141	ACKKBG_A33000	tie	1.0000	pass	none	interpro_family						LOC116195908	loc_placeholder	TRUE
APU25_30285	PRFB1	Peptide chain release factor 2	11	CM128235.1	1465359	1467431	-	6	352	ACKKBG_A33005	A	0.9972	pass	eggnog	interpro_family								TRUE
APU25_30290	CPA1	hypothetical protein	11	CM128235.1	1468060	1470140	-	7	308	ACKKBG_A33010	A	0.9968	pass	utex250a	none		IPR017755 N-carbamoylputrescine amidase; IPR050345 Aliphatic Amidase/Beta-Ureidopropionase	TRUE					TRUE
APU25_30295	AIH	Agmatine deiminase	11	CM128235.1	1470478	1472670	+	7	377	ACKKBG_A33015	A	1.0000	pass	eggnog	interpro_family								TRUE
APU25_30300	NDUFA4L2	NADH-ubiquinone reductase complex 1 MLRQ subunit	11	CM128235.1	1472888	1473297	+	2	100	ACKKBG_A33020	tie	0.9900	pass	eggnog	interpro_family								TRUE
APU25_30305	SLC9A3	Cation/H+ exchanger, transmembrane domain-containing protein	11	CM128235.1	1473798	1478168	-	14	646	ACKKBG_A33025	A	0.9969	pass	eggnog	interpro_domain	DUP0331			IPR006153 Cation/H+ exchanger, transmembrane domain				TRUE
APU25_30310	CYN38	Peptidyl-prolyl cis-trans isomerase CYP38-like, PsbQ-like and Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain-containing protein	11	CM128235.1	1478534	1481301	-	9	425	ACKKBG_A33030	A	0.9976	pass	utex250a	interpro_domain_multi	DUP0331			IPR048563 Peptidyl-prolyl cis-trans isomerase CYP38-like, PsbQ-like domain; IPR002130 Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain				TRUE
APU25_30315		hypothetical protein	11	CM128235.1	1481561	1481977	+	2	63	ACKKBG_A33040	A	1.0000	pass	none	none					TRUE	LOC100830920	loc_placeholder	TRUE
APU25_30320		hypothetical protein	11	CM128235.1	1482104	1482872	+	3	124	ACKKBG_A33035	A	1.0000	pass	none	none								FALSE
APU25_30325	VPS35B	Protein of unknown function DUF1118	11	CM128235.1	1483194	1483974	-	2	192	ACKKBG_A33045	A	0.9948	pass	eggnog	interpro_family								TRUE
APU25_30330		hypothetical protein	11	CM128235.1	1484608	1488745	+	5	1122	ACKKBG_A33050	A	0.9947	pass	none	none								FALSE
APU25_30335		NAD(P)-binding domain-containing protein	11	CM128235.1	1489262	1491009	-	6	319	ACKKBG_A33055	A	0.9969	pass	none	interpro_domain				IPR016040 NAD(P)-binding domain		LOC107779668	loc_placeholder	TRUE
APU25_30340	ANPEP	Aminopeptidase N-type	11	CM128235.1	1491322	1497822	-	19	1068	ACKKBG_A33060	A	0.9963	pass	eggnog	interpro_family								TRUE
APU25_30345		Phosphatase regulators and Met sulfoxide reductases	11	CM128235.1	1498280	1498970	-	2	177	ACKKBG_A33065	tie	1.0000	pass	none	interpro_family								TRUE
APU25_30350		RNA recognition motif domain-containing protein	11	CM128235.1	1499300	1501595	+	5	512	ACKKBG_A33070	A	0.9746	pass	none	interpro_domain				IPR000504 RNA recognition motif domain		LOC110791928	loc_placeholder	TRUE
APU25_30355	FIP37	hypothetical protein	11	CM128235.1	1501856	1503649	-	6	334	ACKKBG_A33075	tie	0.9642	no_start_Met	utex250a	none								TRUE
APU25_30360		RNA recognition motif and Peptidyl-prolyl cis-trans isomerase E, RNA recognition motif domain-containing protein	11	CM128235.1	1504056	1504974	+	3	162	ACKKBG_A33080	tie	0.9938	pass	none	interpro_domain_multi				IPR000504 RNA recognition motif domain; IPR034168 Peptidyl-prolyl cis-trans isomerase E, RNA recognition motif		LOC100216777	loc_placeholder	TRUE
APU25_30365		Yippee/Mis18/Cereblon and Yippee domain-containing protein	11	CM128235.1	1505495	1506285	-	4	144	ACKKBG_A33085	tie	0.9931	pass	none	interpro_domain_multi				IPR004910 Yippee/Mis18/Cereblon; IPR034751 Yippee domain		LOC112287084	loc_placeholder	TRUE
APU25_30370	PEX16	Peroxisome membrane protein, Pex16	11	CM128235.1	1506861	1508622	-	4	422	ACKKBG_A33090	tie	0.9953	pass	eggnog	interpro_family								TRUE
APU25_30375	PRO1	Profilin, eukaryotic type	11	CM128235.1	1509075	1509794	+	3	132	ACKKBG_A33095	A	1.0000	pass	utex250a	interpro_family								TRUE
APU25_30380		Microfibrillar-associated protein 1	11	CM128235.1	1510026	1512989	-	11	434	ACKKBG_A33100	A	0.9977	pass	none	interpro_family						LOC100825482	loc_placeholder	TRUE
APU25_30385		hypothetical protein	11	CM128235.1	1513336	1514366	-	4	169	ACKKBG_A33105	A	0.9941	pass	none	none								FALSE
APU25_30390	VPS26	Vacuolar protein sorting protein 26 related	11	CM128235.1	1515936	1517300	+	2	375	ACKKBG_A33110	A	0.9973	no_start_Met	utex250a	interpro_family								TRUE
APU25_30395	COQ5A	UbiE/COQ5 methyltransferase	11	CM128235.1	1517698	1519564	-	6	309	ACKKBG_A33115	A	0.9968	pass	utex250a	interpro_family								TRUE
APU25_30400		Glycosyltransferase family 92	11	CM128235.1	1525878	1528074	+	6	419	ACKKBG_A33120	A	1.0000	pass	none	interpro_family								TRUE
APU25_30405		Sister chromatid cohesion protein Dcc1	11	CM128235.1	1528226	1530527	-	7	395	ACKKBG_A33125	A	0.9975	pass	none	interpro_family						LOC123123754	loc_placeholder	TRUE
APU25_30410	malA	Malic oxidoreductase	11	CM128235.1	1531100	1534453	-	8	579	ACKKBG_A33130	A	1.0000	pass	eggnog	interpro_family								TRUE
APU25_30415		hypothetical protein	11	CM128235.1	1535432	1536353	-	4	170	ACKKBG_A33135	A	0.9882	pass	none	none								TRUE
APU25_30420	TOL5	VHS and GAT domain-containing protein	11	CM128235.1	1536711	1539626	+	6	645	ACKKBG_A33140	A	0.9922	pass	eggnog	interpro_domain_multi				IPR002014 VHS domain; IPR004152 GAT domain				TRUE
APU25_30425		Epoxide hydrolase-like	11	CM128235.1	1540018	1542294	-	8	362	ACKKBG_A33145	A	1.0000	pass	none	interpro_family								TRUE
APU25_30430	g418	Post-transcriptional expression and antimicrobial biosynthesis protein	11	CM128235.1	1543764	1544843	+	2	284	ACKKBG_A33150	A	1.0000	pass	eggnog	interpro_family								TRUE
APU25_30435	TAF6	Transcription initiation factor TFIID subunit 6	11	CM128235.1	1545476	1547275	+	2	506	ACKKBG_A33155	A	0.9980	pass	eggnog	interpro_family								TRUE
APU25_30440	PP1C	Serine-threonine protein phosphatase, N-terminal and Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase domain-containing protein	11	CM128235.1	1547952	1549429	+	4	328	ACKKBG_A33160	A	0.9970	no_start_Met	utex250a	interpro_domain_multi				IPR031675 Serine-threonine protein phosphatase, N-terminal; IPR006186 Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase; IPR004843 Calcineurin-like, phosphoesterase domain				TRUE
APU25_30445	MTPN	hypothetical protein	11	CM128235.1	1549999	1550670	-	2	185	ACKKBG_A33165	tie	1.0000	pass	eggnog	none					TRUE			TRUE
APU25_30450	LPXC1	UDP-3-O-acyl N-acetylglucosamine deacetylase	11	CM128235.1	1551058	1553406	-	6	500	ACKKBG_A33170	A	0.9960	pass	eggnog	interpro_family								TRUE
APU25_30455	ECH3	Enoyl-CoA hydratase/isomerase-like and 3-hydroxyacyl-CoA dehydrogenase, NAD binding domain-containing protein	11	CM128235.1	1553703	1557067	+	7	722	ACKKBG_A33175	A	0.9986	pass	utex250a	interpro_domain_multi				IPR001753 Enoyl-CoA hydratase/isomerase-like domain; IPR006176 3-hydroxyacyl-CoA dehydrogenase, NAD binding; IPR006108 3-hydroxyacyl-CoA dehydrogenase, C-terminal				TRUE
APU25_30460	MSH1	DNA mismatch repair protein MutS-like, N-terminal and DNA mismatch repair protein MutS, C-terminal domain-containing protein	11	CM128235.1	1557377	1564122	-	16	1294	ACKKBG_A33180	A	0.9931	pass	utex250a	interpro_domain_multi				IPR007695 DNA mismatch repair protein MutS-like, N-terminal; IPR000432 DNA mismatch repair protein MutS, C-terminal				TRUE
APU25_30465		Protein kinase and Serine-threonine/tyrosine-protein kinase, catalytic domain-containing protein	11	CM128235.1	1564685	1568253	-	6	905	ACKKBG_A33185	A	0.9759	pass	none	interpro_domain_multi				IPR000719 Protein kinase domain; IPR001245 Serine-threonine/tyrosine-protein kinase, catalytic domain		25502472	numeric_only	TRUE
APU25_30470	MSH2	DNA mismatch repair protein MutS, core and DNA mismatch repair protein MutS, clamp domain-containing protein	11	CM128235.1	1568581	1574717	-	19	919	ACKKBG_A33190	A	0.9967	pass	eggnog	interpro_domain_multi				IPR007696 DNA mismatch repair protein MutS, core; IPR007861 DNA mismatch repair protein MutS, clamp; IPR000432 DNA mismatch repair protein MutS, C-terminal				TRUE
APU25_30475		RPA-interacting protein, N-terminal and RPA-interacting protein, C-terminal domain-containing protein	11	CM128235.1	1575090	1576119	+	4	215	ACKKBF_B33195	B	0.9628	pass	none	interpro_domain_multi				IPR028158 RPA-interacting protein, N-terminal domain; IPR028159 RPA-interacting protein, C-terminal domain		LOC107824115	loc_placeholder	TRUE
