locus_tag	source	interpro_accessions	pfam_accessions	ncbifam	prosite	smart	cdd	superfamily	n_domains	interpro_accessions_other_libs
APU25_28590	ips6_local	IPR000719,IPR008271,IPR011009,IPR017441	PF00069		PS00107,PS00108,PS50011	SM00220		SSF56112	6	
APU25_28595	matches_api	IPR000558,IPR007125,IPR009072,IPR055333	PF00125		PS00357	SM00427	cd22910	SSF47113	5	
APU25_28600	ips6_local	IPR001208,IPR012340,IPR018525,IPR027417,IPR027925,IPR031327,IPR033762,IPR041562,IPR059098,IPR061506	PF00493,PF12619,PF14551,PF17207,PF17855,PF23669		PS00847,PS50051	SM00350		SSF50249,SSF52540	11	
APU25_28605	ips6_local	IPR005225,IPR006073,IPR016484,IPR027417,IPR031166,IPR032859	PF01926,PF14714	TIGR00231,TIGR03594	PS51712		cd01894,cd01895	SSF52540	8	
APU25_28610	matches_api	IPR008011	PF05347				cd20251		2	
APU25_28615	ips6_local	IPR001757,IPR006121,IPR008250,IPR017969,IPR018303,IPR023298,IPR023299,IPR036163,IPR036412,IPR059000	PF00122,PF00403,PF00702	TIGR01494	PS00154,PS01047,PS50846		cd00371	SSF55008,SSF56784,SSF81653,SSF81660,SSF81665	13	
APU25_28620	matches_api	IPR004360,IPR029068,IPR037523	PF00903		PS51819		cd06587	SSF54593	4	
APU25_28625	ips6_local	IPR001214,IPR046341	PF00856				cd20071	SSF82199	3	
APU25_28630	ips6_local	IPR013534	PF08323					SSF53756	2	
APU25_28635	ips6_local								0	
APU25_28640	matches_api	IPR027246,IPR037930	PF01459				cd07305		2	IPR023614
APU25_28645	matches_api	IPR000608,IPR016135,IPR023313	PF00179		PS00183,PS50127	SM00212	cd23795	SSF54495	6	IPR050113
APU25_28650	matches_api								0	
APU25_28655	matches_api	IPR003903			PS50330				1	
APU25_28660	matches_api	IPR002877,IPR029063	PF01728				cd02440	SSF53335	3	IPR015507
APU25_28665	ips6_local	IPR001567,IPR034005,IPR045666	PF01432,PF19310				cd06456	SSF55486	4	
APU25_28670	ips6_local								0	
APU25_28675	matches_api	IPR001943,IPR003593,IPR003959,IPR004176,IPR018368,IPR019489,IPR027417,IPR028299,IPR036628,IPR041546	PF00004,PF02861,PF07724,PF10431,PF17871		PS00870,PS00871,PS50151,PS51903	SM00382,SM01086	cd00009,cd19499	SSF52540,SSF81923	15	IPR001270,IPR050130
APU25_28680	ips6_local								0	
APU25_28685	matches_api	IPR009846	PF07189						1	IPR017089
APU25_28690	ips6_local	IPR000023,IPR035966	PF00365	NF005301				SSF53784	3	
APU25_28695	ips6_local	IPR000811,IPR002912,IPR011833,IPR035090,IPR045865,IPR054502	PF00343,PF22754	TIGR02093	PS00102,PS51671		cd04300,cd04873	SSF53756,SSF55021	9	
APU25_28700	ips6_local	IPR055129	PF03366		PS51037				2	
APU25_28705	matches_api	IPR004323,IPR011322	PF03091					SSF54913	2	IPR015867
APU25_28710	matches_api	IPR000782,IPR036378	PF02469		PS50213,PS51257	SM00554		SSF82153	5	
APU25_28715	ips6_local	IPR001650,IPR002464,IPR004589,IPR011545,IPR014001,IPR018982,IPR027417,IPR032284	PF00270,PF00271,PF09382,PF16124	TIGR00614	PS00690,PS51192,PS51194	SM00487,SM00490,SM00956	cd17920,cd18794	SSF52540	14	
APU25_28720	matches_api	IPR002119,IPR007125,IPR009072,IPR032454,IPR032458,IPR061508	PF00125,PF16211		PS00046	SM00414	cd00074	SSF47113	6	
APU25_28725	ips6_local	IPR000432,IPR007695,IPR007696,IPR016151,IPR027417,IPR036187	PF00488,PF01624,PF05192		PS00486	SM00533,SM00534		SSF48334,SSF52540,SSF55271	9	
APU25_28730	ips6_local	IPR001977,IPR027417	PF01121	TIGR00152	PS51219		cd02022	SSF52540	5	
APU25_28735	matches_api	IPR002155,IPR016039,IPR020613,IPR020615,IPR020616,IPR020617	PF00108,PF02803	TIGR01930	PS00098,PS00737		cd00751	SSF53901	7	
APU25_28740	ips6_local	IPR000571,IPR001841,IPR017907,IPR036855,IPR041367	PF13639,PF14608,PF18044		PS00518,PS50089,PS50103	SM00184,SM00356	cd16521	SSF57850,SSF90229	11	
APU25_28745	ips6_local	IPR009305	PF06127						1	
APU25_28750	matches_api	IPR004695	PF03595						1	IPR038665,IPR051629
APU25_28755	ips6_local	IPR014883,IPR014905,IPR049125,IPR049126,IPR049132	PF08774,PF08797,PF21170,PF21315			SM00910,SM00990	cd22326		7	
APU25_28760	ips6_local	IPR016024,IPR025614,IPR029473	PF14222,PF14228					SSF48371	3	
APU25_28765	ips6_local								0	
APU25_28770	matches_api	IPR005809,IPR005811,IPR011761,IPR013650,IPR016102,IPR017866	PF00549,PF08442	NF001913,TIGR01016	PS01217,PS50975			SSF52210,SSF56059	8	IPR013815
APU25_28775	ips6_local	IPR000866,IPR013766,IPR019479,IPR036249	PF00085,PF00578,PF10417		PS51352		cd02947,cd03015	SSF52833	7	
APU25_28780	ips6_local	IPR000560,IPR029033,IPR033379	PF00328		PS00616,PS00778		cd07061	SSF53254	5	
APU25_28785	matches_api	IPR003439,IPR003593,IPR013525,IPR017871,IPR027417,IPR056788	PF00005,PF12698,PF25158		PS00211,PS50893	SM00382	cd03263	SSF52540	8	IPR026082
APU25_28790	ips6_local	IPR004838,IPR004839,IPR015424	PF00155	NF006719	PS00105		cd00609	SSF53383	5	
APU25_28795	ips6_local								0	
APU25_28800	ips6_local	IPR009723,IPR012590	PF06978,PF08170						2	
APU25_28805	matches_api								0	
APU25_28810	ips6_local								0	
APU25_28815	ips6_local								0	
APU25_28820	ips6_local	IPR004108,IPR009016	PF02906					SSF53920	2	
APU25_28825	ips6_local								0	
APU25_28830	matches_api	IPR013024	PF13772				cd06661		2	IPR017939
APU25_28835	ips6_local								0	
APU25_28840	matches_api	IPR006685,IPR010920,IPR011014	PF00924					SSF50182,SSF82861	3	
APU25_28845	matches_api	IPR001969,IPR007856,IPR008138,IPR008139,IPR011001,IPR021109,IPR033121	PF00026,PF03489,PF05184		PS00141,PS50015,PS51767			SSF47862,SSF50630	8	IPR001461
APU25_28850	ips6_local	IPR002683,IPR016123	PF01789					SSF55724	2	
APU25_28855	ips6_local	IPR000504,IPR035979	PF00076		PS50102	SM00360	cd00590	SSF54928	5	
APU25_28860	matches_api	IPR027417,IPR030379	PF00735		PS51719			SSF52540	3	
APU25_28865	matches_api	IPR006204,IPR020568,IPR036554	PF00288					SSF54211,SSF55060	3	IPR014721
APU25_28870	ips6_local	IPR024253,IPR036249	PF02114				cd02989	SSF52833	3	
APU25_28875	matches_api	IPR001130,IPR018228,IPR032466	PF01026		PS01091		cd01310	SSF51556	4	IPR050891
APU25_28880	matches_api								0	
APU25_28885	matches_api								0	
APU25_28890	matches_api	IPR008758,IPR029058	PF05577					SSF53474	2	IPR042269
APU25_28895	matches_api								0	
APU25_28900	ips6_local	IPR000571,IPR036855,IPR057444	PF00642,PF25512		PS50103	SM00356		SSF90229	5	
APU25_28905	ips6_local	IPR013598,IPR016024,IPR045478	PF08389,PF19273					SSF48371	3	
APU25_28910	matches_api								0	
APU25_28915	matches_api								0	
APU25_28920	ips6_local								0	
APU25_28925	matches_api	IPR001214,IPR015353,IPR036464,IPR046341	PF09273		PS50280		cd10527	SSF81822,SSF82199	5	IPR050600
APU25_28930	matches_api	IPR005607,IPR035925	PF03909		PS50858	SM00751		SSF140383	4	IPR027079
APU25_28935	ips6_local	IPR000061,IPR006569,IPR035967	PF01805,PF04818		PS50128,PS51391	SM00582,SM00648		SSF109905	7	
APU25_28940	matches_api	IPR035952,IPR061914	PF08551			SM01160		SSF144091	3	IPR013861
APU25_28945	ips6_local								0	
APU25_28950	matches_api	IPR003347,IPR041667	PF13621		PS51184	SM00558		SSF51197	4	IPR014710
APU25_28955	ips6_local	IPR011035,IPR029751	PF01386				cd00495	SSF50715	3	
APU25_28960	ips6_local	IPR006581,IPR031777,IPR031778	PF15901,PF15902		PS52072	SM00602		SSF110296	5	
APU25_28965	ips6_local	IPR016024,IPR021133,IPR021841	PF11916,PF12755		PS50077			SSF48371	4	
APU25_28970	ips6_local	IPR003495,IPR011629,IPR027417	PF02492,PF07683			SM00833	cd03112	SSF52540,SSF90002	6	
APU25_28975	ips6_local	IPR003738,IPR036590	PF02586					SSF143081	2	
APU25_28980	ips6_local	IPR015353,IPR036464,IPR046341	PF09273				cd10527	SSF81822,SSF82199	4	
APU25_28985	ips6_local	IPR007482	PF04387						1	
APU25_28990	ips6_local								0	
APU25_28995	ips6_local	IPR011701,IPR020846,IPR036259	PF07690		PS50850			SSF103473	3	
APU25_29000	matches_api								0	
APU25_29005	matches_api	IPR000086,IPR015797,IPR045121	PF00293		PS51462		cd03426	SSF55811	4	
APU25_29010	matches_api	IPR005024	PF03357						1	
APU25_29015	matches_api	IPR000795,IPR004161,IPR009000,IPR009001,IPR027417,IPR031157,IPR054696	PF00009,PF03144,PF22594		PS00301,PS51722		cd01883,cd03693,cd03705	SSF50447,SSF50465,SSF52540	11	IPR050100
APU25_29020	matches_api								0	
APU25_29025	matches_api	IPR019335	PF10191						1	
APU25_29030	ips6_local	IPR011050,IPR011990,IPR019734,IPR039448	PF13229			SM00028		SSF48452,SSF51126	4	
APU25_29035	matches_api	IPR016706	PF13869				cd18871		2	
APU25_29040	matches_api								0	
APU25_29045	ips6_local	IPR001431,IPR007863,IPR011249,IPR011765,IPR032632,IPR054734	PF00675,PF05193,PF16187,PF22456		PS00143			SSF63411	6	
APU25_29050	ips6_local								0	
APU25_29055	matches_api	IPR000719,IPR011009,IPR017441	PF00069		PS00107,PS50011	SM00220		SSF56112	5	
APU25_29060	matches_api	IPR001623,IPR015399,IPR018253,IPR036869	PF00226,PF09320		PS00636,PS50076	SM00271	cd06257	SSF46565	7	IPR051100
APU25_29065	ips6_local	IPR002194,IPR002423,IPR012716,IPR027409,IPR027410,IPR027413,IPR054827	PF00118	NF041082,NF041083,TIGR02341	PS00750,PS00751,PS00995		cd03336	SSF48592,SSF52029,SSF54849	11	
APU25_29070	matches_api	IPR001706,IPR018265,IPR021137,IPR037229	PF01632	TIGR00001	PS00936			SSF143034	4	
APU25_29075	ips6_local	IPR001382,IPR036026	PF01532					SSF48225	2	
APU25_29080	ips6_local	IPR006162,IPR007230,IPR009081,IPR011032,IPR013154,IPR013968,IPR014030,IPR014031,IPR016039,IPR018201,IPR020806,IPR020807,IPR020841,IPR020843,IPR036291,IPR036736,IPR036903,IPR049552,IPR049900,IPR057326	PF00109,PF00550,PF02801,PF04096,PF08240,PF08659,PF13602,PF21089		PS00012,PS00606,PS50075,PS51434,PS52004,PS52019	SM00822,SM00823,SM00825,SM00826,SM00829,SM01294	cd00833,cd05195,cd05274	SSF47336,SSF50129,SSF51735,SSF53901,SSF82215	28	
APU25_29085	ips6_local	IPR001849	PF00169		PS50003	SM00233	cd13276	SSF50729	5	
APU25_29090	matches_api	IPR007863,IPR011249,IPR011765	PF00675,PF05193					SSF63411	3	IPR050361
APU25_29095	ips6_local	IPR006977	PF04893						1	
APU25_29100	matches_api	IPR000760,IPR006239,IPR020550	PF00459	TIGR01330	PS00630		cd01517	SSF56655	5	IPR051090
APU25_29105	ips6_local	IPR004015	PF02731						1	
APU25_29110	matches_api	IPR007955	PF05291						1	
APU25_29115	matches_api	IPR003495,IPR011629,IPR027417	PF02492,PF07683			SM00833	cd03112	SSF52540,SSF90002	6	IPR036627,IPR051316
APU25_29120	matches_api	IPR001810,IPR036047	PF12937		PS50181		cd09917	SSF81383	4	
APU25_29125	ips6_local	IPR048939,IPR048940	PF20637,PF20638						2	
APU25_29130	ips6_local	IPR001650,IPR002464,IPR007502,IPR011545,IPR011709,IPR014001,IPR027417	PF00270,PF00271,PF07717		PS00690,PS51192,PS51194	SM00487,SM00490,SM00847	cd17917,cd18791	SSF52540	12	
APU25_29135	ips6_local	IPR027417,IPR033690			PS00113			SSF52540	2	
APU25_29140	matches_api	IPR002828,IPR036523	PF01975	TIGR00087				SSF64167	3	IPR030048
APU25_29145	ips6_local	IPR000330,IPR001650,IPR014001,IPR027417,IPR049730	PF00176,PF00271		PS51192,PS51194	SM00487,SM00490	cd18793	SSF52540	8	
APU25_29150	matches_api	IPR002550,IPR046342	PF01595		PS51846			SSF54631	3	IPR045095
APU25_29155	ips6_local	IPR032816	PF09335						1	
APU25_29160	ips6_local								0	
APU25_29165	ips6_local								0	
APU25_29170	ips6_local	IPR035985						SSF69572	1	
APU25_29175	ips6_local								0	
APU25_29180	matches_api	IPR000209,IPR023827,IPR023828,IPR034193,IPR036852	PF00082		PS00136,PS00138,PS51257,PS51892		cd04077	SSF52743	7	IPR015500,IPR050131
APU25_29185	ips6_local	IPR037185						SSF103481	1	
APU25_29190	matches_api	IPR000163,IPR001107,IPR036013	PF01145			SM00244	cd03401	SSF117892	4	
APU25_29195	ips6_local	IPR006828,IPR014756,IPR032640,IPR037256	PF04739,PF16561			SM01010	cd02859	SSF160219,SSF81296	6	
APU25_29200	matches_api	IPR003111,IPR015947	PF02190		PS51787	SM00464		SSF88697	4	IPR046336
APU25_29205	ips6_local								0	
APU25_29210	matches_api	IPR000764,IPR000836,IPR006083,IPR027417,IPR029057	PF00485,PF14681	NF004018,TIGR00235			cd02023,cd06223	SSF52540,SSF53271	8	
APU25_29215	matches_api	IPR000764,IPR000836,IPR006083,IPR027417,IPR029057	PF00485,PF14681	NF004018,TIGR00235			cd02023,cd06223	SSF52540,SSF53271	8	
APU25_29220	ips6_local	IPR003197,IPR036544	PF02271					SSF81524	2	
APU25_29225	ips6_local	IPR014939,IPR032054,IPR036390	PF08839,PF16679			SM01075		SSF46785	4	
APU25_29230	matches_api	IPR014806,IPR016135	PF08694				cd11686	SSF54495	3	
APU25_29235	ips6_local	IPR000182,IPR016181	PF00583		PS51186		cd04301	SSF55729	4	
APU25_29240	ips6_local	IPR011990						SSF48452	1	
APU25_29245	matches_api	IPR001357,IPR036420	PF12738		PS50172	SM00292		SSF52113	4	
APU25_29250	matches_api	IPR000340,IPR000387,IPR020422,IPR029021,IPR045204	PF00782		PS50054,PS50056		cd14526	SSF52799	5	IPR052832
APU25_29255	matches_api	IPR003757,IPR036592	PF02605					SSF81568	2	IPR022980
APU25_29260	ips6_local								0	
APU25_29265	ips6_local	IPR011990,IPR019410,IPR029063	PF10294					SSF48452,SSF53335	3	
APU25_29270	ips6_local	IPR036869						SSF46565	1	
APU25_29275	matches_api	IPR001753,IPR018376,IPR029045	PF00378		PS00166		cd06558	SSF52096	4	IPR014748,IPR045002
APU25_29280	ips6_local	IPR039204	PF22099				cd12823		2	
APU25_29285	matches_api	IPR007317	PF04190						1	IPR011990
APU25_29290	ips6_local	IPR002109,IPR033658,IPR036249	PF00462		PS51354		cd03028	SSF52833	4	
APU25_29295	matches_api	IPR007599,IPR035952	PF04511					SSF144091	2	
APU25_29300	matches_api						cd20404		1	IPR010919
APU25_29305	matches_api	IPR002937,IPR007526,IPR009057,IPR036188	PF01593,PF04433		PS50934			SSF46689,SSF51905,SSF54373	6	IPR036388,IPR050281
APU25_29310	matches_api	IPR001680,IPR007287,IPR019775,IPR036322	PF00400,PF04158		PS00678,PS50082,PS50294	SM00320	cd00200	SSF50978	8	IPR015943,IPR020472,IPR051733
APU25_29315	ips6_local	IPR000595,IPR000719,IPR000961,IPR011009,IPR018490	PF00027,PF00069		PS50011,PS50042,PS51285	SM00220	cd00038	SSF51206,SSF56112	9	
APU25_29320	ips6_local	IPR004045,IPR011767,IPR034335,IPR036249,IPR036282	PF13417		PS00195,PS50404,PS51354		cd03197	SSF47616,SSF52833	7	
APU25_29325	ips6_local	IPR000719,IPR008271,IPR011009	PF00069		PS00108,PS50011	SM00220		SSF56112	5	
APU25_29330	ips6_local	IPR013721,IPR016024,IPR020839,IPR056396	PF08514,PF21581,PF24571		PS51425			SSF48371	5	
APU25_29335	ips6_local								0	
APU25_29340	matches_api	IPR002347,IPR020904,IPR036291	PF00106		PS00061			SSF51735	3	IPR051019
APU25_29345	ips6_local	IPR001650,IPR003593,IPR004179,IPR011545,IPR014001,IPR027417,IPR036390,IPR057842	PF00270,PF00271,PF02889,PF23445		PS51192,PS51194	SM00382,SM00487,SM00490,SM00973	cd18795	SSF158702,SSF46785,SSF52540	14	
APU25_29350	matches_api	IPR001950,IPR015947,IPR036877,IPR041366,IPR048247,IPR048248,IPR057429	PF01253,PF17832,PF25304,PF26292		PS50296,PS50890		cd11610,cd21156	SSF55159,SSF88697	10	IPR039757
APU25_29355	ips6_local							SSF57997	1	
APU25_29360	ips6_local	IPR001932,IPR036457	PF00481		PS51746	SM00331,SM00332	cd00143	SSF81606	6	
APU25_29365	ips6_local	IPR004147,IPR011009,IPR044095	PF03109				cd13971	SSF56112	3	
APU25_29370	ips6_local	IPR021261	PF10998						1	
APU25_29375	ips6_local	IPR011611,IPR029056	PF00294					SSF53613	2	
APU25_29380	matches_api								0	
APU25_29385	ips6_local	IPR009060,IPR015940,IPR036390,IPR040608	PF04157,PF22562		PS50030			SSF46785,SSF46934	5	
APU25_29390	matches_api	IPR003034,IPR036361,IPR040746	PF02037,PF18592		PS50800	SM00513		SSF68906	5	IPR052240
APU25_29395	matches_api								0	
APU25_29400	ips6_local	IPR019537	PF10507						1	
APU25_29405	ips6_local								0	
APU25_29410	ips6_local	IPR001680,IPR011047	PF00400			SM00320		SSF50998	3	
APU25_29415	ips6_local	IPR000640,IPR000795,IPR005225,IPR009000,IPR020568,IPR027417,IPR035647,IPR041095	PF00009,PF00679,PF14492	TIGR00231	PS51722	SM00838	cd01885,cd04096,cd16268	SSF50447,SSF52540,SSF54211,SSF54980	13	
APU25_29420	ips6_local								0	
APU25_29425	matches_api	IPR004853	PF03151						1	IPR050186
APU25_29430	matches_api								0	
APU25_29435	ips6_local								0	
APU25_29440	ips6_local								0	
APU25_29445	ips6_local	IPR000086,IPR015797,IPR020084	PF00293		PS00893,PS51462		cd18873	SSF55811	5	
APU25_29450	ips6_local	IPR000640,IPR000795,IPR004161,IPR005225,IPR006297,IPR009000,IPR013842,IPR027417,IPR031157,IPR035647,IPR035654	PF00009,PF00679,PF03144,PF06421	TIGR00231,TIGR01393	PS00301,PS51722	SM00838	cd01890,cd03699,cd03709,cd16260	SSF50447,SSF52540,SSF54980	16	
APU25_29455	matches_api	IPR002683,IPR016123	PF01789					SSF55724	2	
APU25_29460	matches_api	IPR008698	PF05676		PS51808				2	
APU25_29465	matches_api	IPR002677,IPR011332	PF01783	TIGR01031				SSF57829	3	IPR051991
APU25_29470	ips6_local	IPR002223,IPR020901,IPR036880	PF00014		PS00280,PS50279	SM00131	cd00109	SSF57362	6	
APU25_29475	ips6_local	IPR054549,IPR055412	PF04884,PF24160						2	
APU25_29480	matches_api	IPR001787,IPR028909,IPR036164	PF00829	TIGR00061				SSF141091	3	
APU25_29485	ips6_local	IPR019378	PF10250				cd11296		2	
APU25_29490	ips6_local	IPR006222,IPR017703	PF01571	TIGR03317				SSF103025	3	
APU25_29495	ips6_local	IPR016040,IPR036291	PF13460					SSF51735	2	
APU25_29500	matches_api	IPR000597,IPR009000,IPR019927	PF00297	TIGR03625				SSF50447	3	
APU25_29505	ips6_local	IPR004367,IPR006671,IPR013763,IPR036915	PF00134,PF02984			SM00385,SM01332		SSF47954	5	
APU25_29510	ips6_local	IPR001650,IPR006575,IPR007502,IPR011545,IPR011709,IPR013087,IPR014001,IPR016135,IPR027417,IPR056328,IPR056890,IPR059023	PF00270,PF00271,PF05773,PF07717,PF21010,PF24385,PF24899,PF26026		PS00028,PS50157,PS50908,PS51192,PS51194	SM00487,SM00490,SM00847	cd17917,cd18791	SSF52540,SSF54495,SSF54768	21	
APU25_29515	ips6_local								0	
APU25_29520	ips6_local								0	
APU25_29525	matches_api	IPR000192,IPR010240,IPR015424,IPR020578	PF00266	NF010611,TIGR02006	PS00595			SSF53383	5	IPR015421,IPR015422,IPR016454
APU25_29530	matches_api	IPR021325	PF11152						1	IPR044970
APU25_29535	ips6_local	IPR000825,IPR011542,IPR037284	PF01458	TIGR01981				SSF101960	3	
APU25_29540	matches_api								0	
APU25_29545	ips6_local	IPR001005,IPR022228	PF12579				cd00167		2	
APU25_29550	ips6_local	IPR001680,IPR036322	PF00400			SM00320		SSF50978	3	
APU25_29555	matches_api	IPR000571,IPR003617,IPR017923,IPR035441	PF08711		PS50103,PS51319	SM00509		SSF47676	5	
APU25_29560	matches_api	IPR000719,IPR008271,IPR011009,IPR017441,IPR045216	PF00069		PS00107,PS00108,PS50011	SM00220	cd14132	SSF56112	7	
APU25_29565	ips6_local	IPR004827,IPR045314,IPR046347	PF00170		PS00036,PS50217	SM00338	cd14702	SSF57959	6	
APU25_29570	matches_api	IPR006050,IPR008148,IPR032673,IPR036134,IPR036155	PF00875	TIGR00591	PS01083,PS01084,PS51645			SSF48173,SSF52425	7	IPR014729,IPR052219
APU25_29575	matches_api	IPR006941,IPR012337	PF04857					SSF53098	2	IPR036397,IPR039637
APU25_29580	matches_api								0	
APU25_29585	ips6_local	IPR005062	PF03399						1	
APU25_29590	ips6_local	IPR011990,IPR013699,IPR031545	PF08492,PF17004					SSF48452	3	
APU25_29595	matches_api	IPR002777	PF01920				cd23161	SSF46579	3	IPR009053
APU25_29600	ips6_local	IPR001623,IPR004179,IPR014756,IPR036869	PF00226,PF02889		PS50076	SM00271,SM00973	cd06257	SSF158702,SSF46565,SSF81296	9	
APU25_29605	matches_api	IPR000504,IPR002004,IPR003954,IPR006515,IPR034364,IPR035979,IPR036053,IPR045305	PF00076,PF00658	TIGR01628	PS50102,PS51309	SM00360,SM00361,SM00517	cd12378,cd12379,cd12381	SSF54928,SSF63570	13	IPR012677
APU25_29610	matches_api	IPR004143,IPR045864	PF21948		PS51733			SSF55681	3	IPR053264
APU25_29615	matches_api	IPR007052,IPR008978			PS51203		cd06465	SSF49764	3	IPR045250
APU25_29620	ips6_local	IPR003604,IPR013087,IPR014898,IPR036236,IPR058719	PF08790,PF12874,PF25879		PS00028	SM00451		SSF57667	6	
APU25_29625	matches_api	IPR001623,IPR036869	PF00226		PS50076	SM00271	cd06257	SSF46565	5	
APU25_29630	matches_api								0	
APU25_29635	ips6_local	IPR000086,IPR015797,IPR031804	PF15916		PS51462		cd03676	SSF55811	4	
APU25_29640	ips6_local	IPR001478,IPR009003,IPR036034,IPR039382	PF13180,PF13365		PS50106	SM00228	cd00990	SSF50156,SSF50494	7	
APU25_29645	ips6_local	IPR002500,IPR004508,IPR004511,IPR013766,IPR036249	PF00085,PF01507	NF002537,TIGR00424	PS51352		cd23945	SSF52402,SSF52833	8	
APU25_29650	matches_api	IPR005301,IPR036703	PF03637			SM01388		SSF101152	3	
APU25_29655	ips6_local	IPR000504,IPR022023,IPR034143,IPR035979	PF00076,PF12220		PS50102	SM00360	cd12236	SSF54928	6	
APU25_29660	ips6_local	IPR001313,IPR012959,IPR016024,IPR033133	PF08144		PS50302,PS50303	SM00025		SSF48371	5	
APU25_29665	ips6_local								0	
APU25_29670	ips6_local	IPR001680,IPR011047,IPR013934,IPR019775,IPR036322	PF00400,PF08625		PS00678,PS50082,PS50294	SM00320	cd00200	SSF50978,SSF50998	9	
APU25_29675	matches_api								0	
APU25_29680	matches_api	IPR000595,IPR000719,IPR000961,IPR008271,IPR011009,IPR017441,IPR018488,IPR018490,IPR035014	PF00027,PF00069		PS00107,PS00108,PS00888,PS00889,PS50011,PS50042,PS51285	SM00100,SM00220	cd00038,cd05572	SSF51206,SSF56112	15	IPR014710
APU25_29685	matches_api	IPR003210,IPR009018	PF02290					SSF54762	2	
APU25_29690	ips6_local								0	
APU25_29695	ips6_local	IPR000504,IPR035979	PF00076		PS50102	SM00360		SSF54928	4	
APU25_29700	matches_api	IPR001328,IPR018171,IPR036416	PF01195	TIGR00447	PS01195,PS01196		cd00462	SSF53178	6	
APU25_29705	ips6_local	IPR036525						SSF52490	1	
APU25_29710	ips6_local	IPR007052,IPR008978	PF04969		PS51203		cd06467	SSF49764	4	
APU25_29715	ips6_local	IPR006109,IPR006168,IPR008927,IPR011128,IPR036291	PF01210,PF07479	NF000940,NF000942	PS00957			SSF48179,SSF51735	7	
APU25_29720	matches_api	IPR000352,IPR004373,IPR005139,IPR045853	PF00472,PF03462	NF001859,TIGR00019	PS00745	SM00937		SSF75620	7	IPR050057
APU25_29725	matches_api	IPR000131,IPR023632,IPR035968	PF00231	TIGR01146	PS00153		cd12151	SSF52943	5	
APU25_29730	matches_api	IPR007144	PF03998						1	
